NOMBRE,PROTEINAS_DIARIAS_G,CARBOHIDRATOS_DIARIOS_G,HIDRATACION_DIARIA_L,CALORIAS_DIARIAS,PLAN_NUTRICION
GIL DIAS,177,341,4.6,3456,Equilibrado en macronutrientes
NICLAS FÜLLKRUG,85,297,4.7,3160,"Alta proteína, moderado carbohidrato"
DIEGO SÁNCHEZ,199,420,4.9,2704,Equilibrado en macronutrientes
DENIS DRĂGUȘ,176,230,3.0,2884,Plan mediterráneo adaptado
JESPER CORNELIUS,89,366,4.5,2645,Enfoque en recuperación muscular
ISMAEL KONATE,144,222,4.5,3246,Alto carbohidrato para rendimiento
KEES SIMS,87,406,4.5,2998,"Alta proteína, moderado carbohidrato"
ZÉ RAFAEL,163,355,3.6,3425,Enfoque en recuperación muscular
NIKLAS HULT,106,304,4.7,3330,Enfoque en recuperación muscular
IBRAHIM BAYESH,171,428,4.6,3793,Equilibrado en macronutrientes
LUCAS GAMBA,117,440,4.1,3858,Enfoque en recuperación muscular
HUSSAIN AL-NATTAR,118,207,4.3,3667,Equilibrado en macronutrientes
SAMUEL ESSENDE,127,354,2.7,2642,Alto carbohidrato para rendimiento
BEN GODFREY,130,230,3.2,3980,Equilibrado en macronutrientes
JOAQUÍN GUTIÉRREZ,135,392,2.5,3191,"Alta proteína, moderado carbohidrato"
AHMED AL-GHAMDI,89,204,4.8,3512,Equilibrado en macronutrientes
GABRIEL TALIARI,152,278,3.8,3540,Alto carbohidrato para rendimiento
MATCHOI DJALÓ,84,437,4.6,3680,Alto carbohidrato para rendimiento
DAVID ZEC,152,393,2.8,3800,"Alta proteína, moderado carbohidrato"
ISMAEL SOSA,119,230,5.0,2657,Enfoque en recuperación muscular
JONATHAN BENÍTEZ,116,226,4.7,3735,Alto carbohidrato para rendimiento
ENZO KALINSKI,113,339,3.2,3188,Alto carbohidrato para rendimiento
DION VERSLUIS,171,246,4.1,3313,Plan mediterráneo adaptado
MADS BECH SØRENSEN,162,360,5.0,2552,Plan mediterráneo adaptado
JESÚS RAMÍREZ,97,270,4.0,3283,Plan mediterráneo adaptado
TOLGA CIĞERCI,111,405,4.4,3316,"Alta proteína, moderado carbohidrato"
RODY DE BOER,113,205,2.8,2894,Alto carbohidrato para rendimiento
KEVIN MANTILLA,116,347,2.5,2878,Enfoque en recuperación muscular
ZAID AL-ANAZI,100,339,4.9,2975,Enfoque en recuperación muscular
CAFÚ,132,336,3.9,3525,Plan mediterráneo adaptado
LUIS RIOJA,178,357,4.2,3481,"Alta proteína, moderado carbohidrato"
BRAIAN SÁNCHEZ,83,394,4.2,2515,Plan mediterráneo adaptado
AMINE BOUKAMIR,112,237,2.7,3106,"Alta proteína, moderado carbohidrato"
MICHIEL KRAMER,128,239,3.9,2783,Enfoque en recuperación muscular
THÉO CHENNAHI,109,444,4.1,3771,Enfoque en recuperación muscular
NIKOLAS SATTLBERGER,195,257,4.3,2543,Equilibrado en macronutrientes
JOAQUÍN ZEBALLOS,158,265,3.6,3185,Equilibrado en macronutrientes
HARIS TABAKOVIC,170,365,3.8,2759,Alto carbohidrato para rendimiento
HERNÁN PETRYK,121,448,2.9,3684,Equilibrado en macronutrientes
NADER AL-SHARARI,160,278,3.6,3175,Plan mediterráneo adaptado
ISSA SOUMARÉ,151,388,5.0,3056,Enfoque en recuperación muscular
BALTASAR BARCIA,112,223,3.2,3409,Enfoque en recuperación muscular
MATTIA DE SCIGLIO,147,375,5.0,3586,Equilibrado en macronutrientes
FABINHO,198,316,3.6,3900,Alto carbohidrato para rendimiento
ALESSANDRO DEIOLA,136,351,2.7,3553,"Alta proteína, moderado carbohidrato"
DINO ISLAMOVIC,102,229,3.5,2895,Enfoque en recuperación muscular
EDVIN AUSTBØ,167,239,3.4,2861,Plan mediterráneo adaptado
HUGO MOURA,191,225,2.5,3935,Equilibrado en macronutrientes
ERIC RAMÍREZ,189,323,4.5,2667,Alto carbohidrato para rendimiento
FINN STAM,110,400,4.0,3774,"Alta proteína, moderado carbohidrato"
IGNACIO SCHOR,86,306,3.5,3270,Plan mediterráneo adaptado
ANDRÉ FRANCO,145,326,3.7,3375,"Alta proteína, moderado carbohidrato"
FRANCO DÍAZ,138,245,4.9,3421,"Alta proteína, moderado carbohidrato"
ÉDER,85,275,2.7,3931,Equilibrado en macronutrientes
ALEKSEY GRITSAENKO,136,324,3.9,2588,Alto carbohidrato para rendimiento
JOSÉ LUIS PALOMINO,182,210,3.6,3985,"Alta proteína, moderado carbohidrato"
FRANCO ROMERO,150,201,3.6,2510,Enfoque en recuperación muscular
CAMILO,132,213,3.3,3869,Plan mediterráneo adaptado
LUKAS LERAGER,147,432,3.0,3838,Plan mediterráneo adaptado
ALEKSANDR SOLDATENKOV,88,352,2.5,3923,Alto carbohidrato para rendimiento
HONEST AHANOR,102,241,2.7,3213,Plan mediterráneo adaptado
MATTEO RUGGERI,164,267,4.3,3456,"Alta proteína, moderado carbohidrato"
ALAN,136,383,3.4,2726,Equilibrado en macronutrientes
SAAD AL-SHARFA,110,398,3.3,3630,Plan mediterráneo adaptado
GIORGIO SCALVINI,190,372,4.7,3437,Alto carbohidrato para rendimiento
MOUSSA DJENEPO,160,346,4.2,2607,Enfoque en recuperación muscular
FERNANDO TORRENT,168,363,2.9,2532,Enfoque en recuperación muscular
MATÍAS ESPÍNDOLA,197,395,3.6,3788,Plan mediterráneo adaptado
MADIODIO DIA,198,363,3.0,3530,"Alta proteína, moderado carbohidrato"
ARMANDO OBISPO,192,292,4.5,3284,Plan mediterráneo adaptado
JOHN MCGINN,139,375,4.2,3671,Equilibrado en macronutrientes
SANTIAGO SOSA,187,208,4.6,3815,"Alta proteína, moderado carbohidrato"
ABDULLAH MADU,149,396,4.4,3719,Equilibrado en macronutrientes
PRINCE AMPEM,197,257,4.1,3058,Plan mediterráneo adaptado
FERNANDO OVELAR,111,246,4.1,3153,Alto carbohidrato para rendimiento
KYAN VAESEN,156,449,4.7,3045,"Alta proteína, moderado carbohidrato"
RYAN FRASER,108,441,3.2,3127,"Alta proteína, moderado carbohidrato"
PEDRO RIBEIRO,136,228,3.1,3752,"Alta proteína, moderado carbohidrato"
RILDO,154,392,4.7,2622,Enfoque en recuperación muscular
FERRAN TORRES,117,333,4.5,2689,"Alta proteína, moderado carbohidrato"
AYMAN FALLATAH,108,431,2.8,3586,Enfoque en recuperación muscular
JOSUE KONGOLO,126,331,3.2,2987,Alto carbohidrato para rendimiento
NATHAN WOOD,85,439,4.8,3107,Enfoque en recuperación muscular
ANDRÉS VOMBERGAR,116,245,4.6,2908,"Alta proteína, moderado carbohidrato"
DIEGO VAN OORSCHOT,174,402,3.5,2669,Equilibrado en macronutrientes
JUAN CUADRADO,105,208,4.3,3622,Alto carbohidrato para rendimiento
MIHAJLO IVANCEVIC,107,202,3.6,3787,Plan mediterráneo adaptado
MOUSSA NIAKHATÉ,159,355,4.7,3438,Alto carbohidrato para rendimiento
KAZEEM OLAIGBE,133,371,4.3,3231,"Alta proteína, moderado carbohidrato"
SONDRE AUKLEND,170,376,2.7,2928,Equilibrado en macronutrientes
BENJAMIN NYGREN,104,431,4.1,3822,Plan mediterráneo adaptado
ARTEM SHUMANSKIY,187,320,5.0,3703,"Alta proteína, moderado carbohidrato"
ALEKSANDR TROSHECHKIN,172,329,3.4,3835,"Alta proteína, moderado carbohidrato"
LEROY SANÉ,174,392,4.2,3284,Plan mediterráneo adaptado
FAIK SAKAR,184,370,3.6,2662,Alto carbohidrato para rendimiento
JUSEF ERABI,155,257,3.2,3189,Equilibrado en macronutrientes
SEBASTIÁN VILLA,113,303,4.4,3215,Equilibrado en macronutrientes
BÜNYAMIN BALAT,140,372,4.9,2794,Enfoque en recuperación muscular
ERLING HAALAND,112,357,4.4,3320,Equilibrado en macronutrientes
TUUR ROMMENS,110,350,3.9,3644,Alto carbohidrato para rendimiento
ANAS AL-ZAHRANI,137,341,3.6,3483,Enfoque en recuperación muscular
LAUTARO RINALDI,176,443,4.8,2592,Plan mediterráneo adaptado
ANDREI GIROTTO,157,257,3.4,2613,Equilibrado en macronutrientes
LEO JONSSON,136,431,3.7,2559,"Alta proteína, moderado carbohidrato"
KRISTOFFER HAUGEN,120,331,4.3,3934,Plan mediterráneo adaptado
PABLO GARCÍA,106,439,4.1,2573,"Alta proteína, moderado carbohidrato"
ASIER VILLALIBRE,108,257,3.9,3132,Equilibrado en macronutrientes
VÍTOR TORMENA,132,223,3.5,3260,Enfoque en recuperación muscular
LUKA ROMERO,125,247,4.2,3513,"Alta proteína, moderado carbohidrato"
CAMERON ARCHER,183,398,3.7,2780,Equilibrado en macronutrientes
ERIC GARCÍA,115,200,3.6,3355,"Alta proteína, moderado carbohidrato"
THOMAS LEHNE OLSEN,89,281,3.1,2853,"Alta proteína, moderado carbohidrato"
MATÍAS MOYA,108,413,4.3,3303,Alto carbohidrato para rendimiento
ARIEL GAMARRA,118,307,3.7,3577,Alto carbohidrato para rendimiento
MARK TRAVERS,199,242,4.0,3287,Enfoque en recuperación muscular
DENIZ HÜMMET,140,261,3.9,2517,Equilibrado en macronutrientes
BAIRON MONROY,183,384,3.1,3338,Equilibrado en macronutrientes
NICO PAZ,121,323,3.4,3946,Equilibrado en macronutrientes
KENAN YILDIZ,186,288,4.0,2518,Plan mediterráneo adaptado
MATHÍAS ACUÑA,171,207,4.7,2688,Enfoque en recuperación muscular
ALEKSANDR MAKSIMENKO,96,301,2.6,3392,Plan mediterráneo adaptado
CLAUDIO FALCÃO,192,382,4.7,3525,Equilibrado en macronutrientes
JUAN IGNACIO SABORIDO,92,444,2.7,2881,Enfoque en recuperación muscular
MARINHO,83,433,4.0,3129,Enfoque en recuperación muscular
ALEKSANDR KOVALENKO,178,281,4.0,3540,Plan mediterráneo adaptado
FEDERICO CASTRO,178,342,2.6,2635,Equilibrado en macronutrientes
GERARD MARTÍN,137,239,3.0,3993,Equilibrado en macronutrientes
AMEEN AL-DAKHIL,123,416,3.0,2941,Enfoque en recuperación muscular
ARMIN HODZIC,187,254,2.7,2560,Enfoque en recuperación muscular
WOO-YEONG JEONG,98,392,3.6,2527,Plan mediterráneo adaptado
ARTEM KARPUKAS,154,278,4.0,2687,Equilibrado en macronutrientes
RODRIGO HERNÁNDEZ,111,349,3.0,2955,Enfoque en recuperación muscular
YANNICK AGNERO,95,335,4.3,3172,Plan mediterráneo adaptado
MARIO SANABRIA,124,235,4.0,3259,"Alta proteína, moderado carbohidrato"
AUGUST MIKKELSEN,164,432,3.8,3040,"Alta proteína, moderado carbohidrato"
OCTAVIO RIVERO,115,421,2.7,3756,Enfoque en recuperación muscular
MATHIAS DYNGELAND,133,303,4.4,3883,Alto carbohidrato para rendimiento
EMANUEL EMEGHA,111,317,3.3,3774,"Alta proteína, moderado carbohidrato"
GONZALO CASTILLO,173,365,4.7,3351,Enfoque en recuperación muscular
NICOLÁS AVELLANEDA,107,238,2.8,2762,Equilibrado en macronutrientes
OTTO ROSENGREN,113,249,3.0,3965,"Alta proteína, moderado carbohidrato"
MARCUS MEHNERT,81,274,2.8,3407,Plan mediterráneo adaptado
LUCAS HALTER,88,392,3.7,2738,Equilibrado en macronutrientes
LIOR KASSA,168,325,2.7,2948,Enfoque en recuperación muscular
JOSTEIN EKELAND,196,214,4.1,3176,Plan mediterráneo adaptado
HÜSEYIN TÜRKMEN,159,429,3.0,3548,Plan mediterráneo adaptado
ARIF AL-HAYDAR,103,430,3.8,3795,Equilibrado en macronutrientes
FREDERIK IHLER,157,376,3.9,3919,Plan mediterráneo adaptado
GABRIEL PEREIRA,174,347,4.0,2669,Enfoque en recuperación muscular
ERICK PULGAR,132,376,2.7,3248,"Alta proteína, moderado carbohidrato"
DMITRIY ALEKSANDROV,105,268,3.7,3304,Plan mediterráneo adaptado
TIM WAKER,90,257,4.4,3637,"Alta proteína, moderado carbohidrato"
SERGI GÓMEZ,163,437,2.6,3503,Plan mediterráneo adaptado
ZACARÍAS LÓPEZ,136,447,2.8,2674,Equilibrado en macronutrientes
TAYYIP TALHA SANUÇ,185,332,4.5,2886,"Alta proteína, moderado carbohidrato"
MUTEB AL-MUFARRIJ,156,435,3.0,3265,Alto carbohidrato para rendimiento
JERÓNIMO POURTAU,171,261,4.1,3606,Enfoque en recuperación muscular
NATHAN MENDES,120,317,4.0,3597,Equilibrado en macronutrientes
ISMAÏLA SARR,102,266,3.3,3013,Plan mediterráneo adaptado
JUAN BARINAGA,86,330,3.5,2713,Enfoque en recuperación muscular
KOEN CASTEELS,181,319,4.9,3012,Enfoque en recuperación muscular
THOMAS DELANEY,81,286,3.8,2508,Enfoque en recuperación muscular
YVO CALLEROS,140,236,2.7,3138,"Alta proteína, moderado carbohidrato"
BRYAN ZARAGOZA,161,305,3.3,3095,Plan mediterráneo adaptado
NICOLAS HÖFLER,170,296,3.0,3392,Plan mediterráneo adaptado
ULRIK MATHISEN,144,331,2.7,3051,Plan mediterráneo adaptado
JADSOM,181,351,3.7,2718,Alto carbohidrato para rendimiento
OMARI FORSON,153,383,3.8,3381,Plan mediterráneo adaptado
DANIEL JUÁREZ,164,223,4.3,3933,Equilibrado en macronutrientes
GREGOR KOBEL,120,287,2.7,3508,Equilibrado en macronutrientes
JULIAN WEIGL,184,374,3.0,3276,Plan mediterráneo adaptado
BEN BRERETON DÍAZ,192,245,4.6,3024,Alto carbohidrato para rendimiento
KONSTANTINOS KOULIERAKIS,142,349,4.0,3268,"Alta proteína, moderado carbohidrato"
BEN MEE,91,441,3.1,3528,"Alta proteína, moderado carbohidrato"
EL SCHADDAI FURAHA,93,228,3.0,3391,Equilibrado en macronutrientes
NAIF ASIRI,199,266,2.5,3312,"Alta proteína, moderado carbohidrato"
IVO PINTO,190,214,2.6,3879,"Alta proteína, moderado carbohidrato"
RAFFAEL BEHOUNEK,101,319,3.9,3201,Enfoque en recuperación muscular
BAMO MEÏTÉ,196,260,4.2,3057,Enfoque en recuperación muscular
MAXIMILIANO GUTIÉRREZ,147,205,2.6,2609,Alto carbohidrato para rendimiento
ZICO BUURMEESTER,117,360,5.0,3142,Alto carbohidrato para rendimiento
MAURO MAIDANA,156,449,3.9,2988,"Alta proteína, moderado carbohidrato"
CRISTIÁN RIQUELME,187,402,3.3,2559,Equilibrado en macronutrientes
MATÍAS FONSECA,142,229,2.8,3376,Enfoque en recuperación muscular
AARON CIAMMAGLICHELLA,137,447,2.8,2581,Alto carbohidrato para rendimiento
MICKEY VAN DER HART,118,209,3.3,3575,Alto carbohidrato para rendimiento
SAMUELE VIGNATO,171,443,4.7,3026,Plan mediterráneo adaptado
AHMED AL-JULAYDAN,149,269,3.0,2973,Enfoque en recuperación muscular
SEKO FOFANA,134,274,3.7,3705,Plan mediterráneo adaptado
YURI RIBEIRO,101,270,2.9,3387,Plan mediterráneo adaptado
NIKOLA MILENKOVIĆ,195,397,4.4,2998,Alto carbohidrato para rendimiento
VITALIY GUDIEV,188,221,3.9,3760,Equilibrado en macronutrientes
LAORENT SHABANI,168,291,4.3,2735,Equilibrado en macronutrientes
RODRIGO BOGARÍN,196,440,4.1,2604,Enfoque en recuperación muscular
TOM POUILLY,175,421,4.0,3813,Enfoque en recuperación muscular
DAVY ROEF,138,275,3.8,3403,Equilibrado en macronutrientes
WILLIAM MACHADO,173,415,4.2,3493,Equilibrado en macronutrientes
LAWAN,157,368,3.5,3479,"Alta proteína, moderado carbohidrato"
MIKA BIERETH,85,205,3.3,3533,"Alta proteína, moderado carbohidrato"
JHONATAN TEMPINE,82,352,4.1,3483,Equilibrado en macronutrientes
MARIUS BÜLTER,149,278,4.8,3955,Plan mediterráneo adaptado
CARLOS ARCE,125,240,3.5,3058,Equilibrado en macronutrientes
DIEGO PUGNO,134,241,2.5,2911,Equilibrado en macronutrientes
RAMIRO MACAGNO,180,257,4.8,2757,Enfoque en recuperación muscular
HARUN IBRAHIM,142,212,4.6,3012,Equilibrado en macronutrientes
GRISCHA PRÖMEL,144,362,4.4,2894,Alto carbohidrato para rendimiento
LEANDRO BACUNA,140,291,4.9,3780,Equilibrado en macronutrientes
MIMEIRHEL BENITA,85,425,3.9,2826,Plan mediterráneo adaptado
TUNAHAN TAŞÇI,136,398,3.6,2665,Enfoque en recuperación muscular
ZIYA ERDAL,135,443,3.2,3004,Plan mediterráneo adaptado
NAWAF AL-QAMIRI,121,367,3.1,3315,"Alta proteína, moderado carbohidrato"
JEPPE ANDERSEN,117,331,2.9,3474,Plan mediterráneo adaptado
ABDULAZIZ MASNOM,193,323,4.4,3123,Enfoque en recuperación muscular
HENRY OFFIA,115,267,3.1,3180,Alto carbohidrato para rendimiento
HENRIQUE CARMO,191,204,3.3,2946,"Alta proteína, moderado carbohidrato"
VASILIOS ZAGARITIS,192,436,2.8,2980,Plan mediterráneo adaptado
EMILIANO ANCHETA,80,347,4.5,3529,"Alta proteína, moderado carbohidrato"
LÉO LINCK,101,422,3.8,3760,Alto carbohidrato para rendimiento
ZAYDOU YOUSSOUF,187,446,2.6,3323,"Alta proteína, moderado carbohidrato"
MATT O'RILEY,84,299,3.0,3830,"Alta proteína, moderado carbohidrato"
JHON VELÁSQUEZ,94,293,3.8,2762,Equilibrado en macronutrientes
DAMIÁN BOBADILLA,100,363,4.7,3035,"Alta proteína, moderado carbohidrato"
MAICOL CABRERA,109,263,2.8,3112,"Alta proteína, moderado carbohidrato"
FELIX VÁ,191,384,4.5,3496,Alto carbohidrato para rendimiento
DANIEL MOSQUERA,120,316,4.8,2624,Enfoque en recuperación muscular
SEBASTIAN CLEMMENSEN,142,275,4.5,3886,"Alta proteína, moderado carbohidrato"
FURKAN SOYALP,87,407,2.6,3700,Plan mediterráneo adaptado
NIKLAS DORSCH,129,316,3.8,3577,Alto carbohidrato para rendimiento
LIAM SVENSSON,81,441,4.4,3806,Plan mediterráneo adaptado
CRISTHOFER MESÍAS,85,410,3.0,2826,"Alta proteína, moderado carbohidrato"
BREMER,147,398,2.6,3877,Plan mediterráneo adaptado
MAURICIO MARTÍNEZ,125,437,2.6,2882,Equilibrado en macronutrientes
ARIEL ROJAS,136,433,4.7,3421,Plan mediterráneo adaptado
MAXIMILIAN MITTELSTÄDT,94,213,3.2,3937,Plan mediterráneo adaptado
FRANK ANGUISSA,153,296,3.8,3478,Plan mediterráneo adaptado
REDHA AL-ABDULLAH,84,334,3.2,3391,Plan mediterráneo adaptado
RODRIGO VILLAGRA,117,356,4.6,2804,Enfoque en recuperación muscular
GÖRKEM SAĞLAM,105,215,4.6,2900,Enfoque en recuperación muscular
ARIEL MARTÍNEZ,146,230,3.1,3751,Equilibrado en macronutrientes
RODRYGO,188,324,4.9,2554,Plan mediterráneo adaptado
DIOGO BARBOSA,196,424,3.6,3581,Plan mediterráneo adaptado
SCOTT MCTOMINAY,153,445,3.8,3156,Equilibrado en macronutrientes
IBRAHIM DIAKITÉ,143,205,4.6,2842,Plan mediterráneo adaptado
PETTER NOSA DAHL,199,261,3.8,3556,Alto carbohidrato para rendimiento
DYLAN MBAYO,109,296,3.7,2670,Enfoque en recuperación muscular
RAYAN AL-BLOUSHI,120,319,4.1,3208,Plan mediterráneo adaptado
NOAH SAHSAH,99,415,4.9,3501,Alto carbohidrato para rendimiento
LÉO PÉTROT,140,245,4.7,2811,Plan mediterráneo adaptado
LUAN BRITO,86,223,3.0,2888,"Alta proteína, moderado carbohidrato"
ALEJO VELIZ,146,425,3.6,2916,Enfoque en recuperación muscular
ELYAS BOUZAIENE,124,406,2.6,3451,Plan mediterráneo adaptado
MERIH DEMIRAL,182,396,2.9,2521,"Alta proteína, moderado carbohidrato"
ARMANDO IZZO,184,379,3.5,3285,Plan mediterráneo adaptado
KOJI MIYOSHI,111,251,3.5,3393,Plan mediterráneo adaptado
TOM BISCHOF,88,215,4.5,3863,Alto carbohidrato para rendimiento
REMKO PASVEER,162,405,4.7,3677,Enfoque en recuperación muscular
HARVEY ELLIOTT,174,367,3.6,3584,Equilibrado en macronutrientes
IVAN ILIĆ,165,241,2.9,2655,Enfoque en recuperación muscular
RUBÉN BENTANCOURT,192,214,4.4,3202,Enfoque en recuperación muscular
ÓSCAR ARANDA,180,340,2.9,3538,Equilibrado en macronutrientes
ÁNGEL DI MARÍA,171,336,3.7,3391,Plan mediterráneo adaptado
JOSÉ MARTÍNEZ,147,286,3.4,3351,Alto carbohidrato para rendimiento
CENK ŞEN,95,404,4.5,3938,Plan mediterráneo adaptado
PATRIK SCHICK,132,333,4.1,3303,Enfoque en recuperación muscular
AURÈLE AMENDA,168,434,4.2,3521,Equilibrado en macronutrientes
LUÍS SILVA,129,301,3.6,3506,Plan mediterráneo adaptado
JASPER VAN OUDENHOVE,87,423,3.3,3212,Alto carbohidrato para rendimiento
ISHAQ ABDULRAZAK,163,332,3.5,3571,Plan mediterráneo adaptado
SIMON GEFVERT,132,233,3.7,2940,Alto carbohidrato para rendimiento
DENNIS PRAET,133,316,4.2,3586,Plan mediterráneo adaptado
CÉDRIC GOGOUA,139,433,4.2,3285,"Alta proteína, moderado carbohidrato"
ANTONIO CANDELA,107,442,5.0,3093,Enfoque en recuperación muscular
JUAN SÁNCHEZ MIÑO,92,202,3.3,3373,"Alta proteína, moderado carbohidrato"
CARLOS NAVARRETE,197,238,4.4,3335,Plan mediterráneo adaptado
LEANDRO TROSSARD,183,269,3.1,3046,"Alta proteína, moderado carbohidrato"
NICOLÁS CASTILLO,156,417,3.2,3058,Enfoque en recuperación muscular
ENZO COPETTI,112,307,3.2,3552,"Alta proteína, moderado carbohidrato"
JOHAN MOJICA,190,439,4.8,2679,Enfoque en recuperación muscular
FABIAN RIEDER,143,339,4.4,3339,"Alta proteína, moderado carbohidrato"
IBRAHIM SADIQ,84,230,2.8,2703,Equilibrado en macronutrientes
NIKLAS SANDBERG,199,437,2.8,3372,Plan mediterráneo adaptado
FRANCISCO ARANCIBIA,158,404,3.3,2578,Alto carbohidrato para rendimiento
AKSEL AKTAŞ,118,405,3.2,3555,Equilibrado en macronutrientes
VIKTOR OKISHOR,112,344,3.3,2902,Plan mediterráneo adaptado
ALBIN EKDAL,190,353,3.7,3535,"Alta proteína, moderado carbohidrato"
SANTIAGO MONTIEL,97,212,3.7,2590,"Alta proteína, moderado carbohidrato"
MATHEUS NUNES,141,363,3.0,3992,Equilibrado en macronutrientes
LUCAS IRUSTA,133,308,3.6,3092,Equilibrado en macronutrientes
MARK FLEKKEN,101,301,3.8,3054,Alto carbohidrato para rendimiento
SEMEN STOLBOV,170,335,3.7,3180,Enfoque en recuperación muscular
ANASTASIOS CHATZIGIOVANIS,150,410,4.7,2700,Plan mediterráneo adaptado
ELÍAS MÁR ÓMARSSON,154,314,4.6,3972,Alto carbohidrato para rendimiento
AUGUSTO LOTTI,194,245,3.5,3836,Alto carbohidrato para rendimiento
HEBERT VERGARA,140,295,3.5,2971,Equilibrado en macronutrientes
ELIES MAHMOUD,90,437,2.9,3776,Enfoque en recuperación muscular
LEONEL MIRANDA,182,383,3.0,3446,Equilibrado en macronutrientes
MICHAEL VERRIPS,91,257,4.8,3608,Plan mediterráneo adaptado
ÉTIENNE YOUTÉ KINKOUÉ,110,356,4.4,2601,"Alta proteína, moderado carbohidrato"
PEDRO VELURTAS,196,445,3.9,2517,Plan mediterráneo adaptado
MARCELO HERMES,85,424,4.4,3188,Enfoque en recuperación muscular
CHRISTIAN ERIKSEN,133,423,3.5,3903,Alto carbohidrato para rendimiento
FEDERICO PARADELA,88,403,3.7,3433,"Alta proteína, moderado carbohidrato"
LENNARD HENS,169,360,3.4,3249,Equilibrado en macronutrientes
LASSINE SINAYOKO,84,339,3.6,2906,Plan mediterráneo adaptado
MOHAMMED AL-KUNAYDIRI,82,282,4.9,2813,"Alta proteína, moderado carbohidrato"
GENY CATAMO,86,276,2.6,3779,Plan mediterráneo adaptado
FABIO CHIARODIA,122,214,3.3,3361,Enfoque en recuperación muscular
CHRISTIAN KABASELE,148,317,3.8,3962,Enfoque en recuperación muscular
SEBASTIÁN SOSA,113,209,4.4,2712,Plan mediterráneo adaptado
NUNO MOREIRA,113,412,5.0,2500,Equilibrado en macronutrientes
ARNAUD NORDIN,83,434,3.1,3428,"Alta proteína, moderado carbohidrato"
DJYLIAN N'GUESSAN,134,383,2.7,3564,"Alta proteína, moderado carbohidrato"
JUAN MANUEL VÁZQUEZ,81,445,3.7,3611,Alto carbohidrato para rendimiento
JACOB MONTES,132,369,3.1,2800,Enfoque en recuperación muscular
ORRI ÓSKARSSON,171,292,3.9,2536,"Alta proteína, moderado carbohidrato"
LEONARD COSTA,84,296,4.1,2898,Equilibrado en macronutrientes
HEINE GIKLING BRUSETH,161,267,3.6,3216,Equilibrado en macronutrientes
ZENO VAN DEN BOSCH,183,291,3.5,2873,Plan mediterráneo adaptado
NICK D'AGOSTINO,117,367,4.5,3675,Enfoque en recuperación muscular
NATHAN ZÉZÉ,129,396,4.1,3493,Enfoque en recuperación muscular
JHON ARIAS,165,314,4.6,2702,Plan mediterráneo adaptado
CHUBA AKPOM,141,367,2.6,2557,Enfoque en recuperación muscular
MITHAT PALA,153,318,3.9,3270,Enfoque en recuperación muscular
HUGO ANDERSSON,81,370,4.2,3922,Equilibrado en macronutrientes
LIAM DELAP,132,284,4.5,3927,Equilibrado en macronutrientes
JULES KOUNDÉ,186,339,4.3,2977,Plan mediterráneo adaptado
MARCELO LOMBA,192,222,3.6,2770,"Alta proteína, moderado carbohidrato"
RICARDO HORTA,86,351,3.8,3816,Alto carbohidrato para rendimiento
NICOLÁS WUNSCH,87,246,4.7,2737,Alto carbohidrato para rendimiento
ALI AL-HUSSAIN,140,237,3.4,3807,"Alta proteína, moderado carbohidrato"
